,Ref,Title,Organization,Team_Name,Mapped_Team
7913,I-336412,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7914,I-336392,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7915,I-332276,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7916,I-332273,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7917,I-332269,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7918,I-331385,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7919,I-329932,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7920,I-328194,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7921,I-327405,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7922,I-327148,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7923,I-326730,CENTREON : The service Ntp on par-mon-poll03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7924,I-316980,CENTREON : The service Ntp on par-mon-poll02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7925,I-292686,CENTREON : The service Nsclient-Version-Status on par-prd-txpl02..corp is in state UNKNOWN,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7926,I-297169,CENTREON : The service Nsclient-Port on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7927,I-290351,CENTREON : The service Nsclient-Port on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7928,I-329763,CENTREON : The service Nsclient-Port on srwineccpp2..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7929,I-292685,CENTREON : The service Nsclient-Port on par-prd-txpl02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7930,I-329756,CENTREON : The service Nsclient-Port on par-prd-rds02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7931,I-329741,CENTREON : The service Nsclient-Port on par-prd-puls01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7932,I-329767,CENTREON : The service Nsclient-Port on par-prd-plm01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7933,I-347563,CENTREON : The service Nsclient-Port on par-prd-fs01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7934,I-314709,CENTREON : The service Nsclient-Port on par-mgt-tw03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7935,I-354353,CENTREON : The service Nsclient-Port on lan-srparh01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7936,I-353097,CENTREON : The service Nsclient-Port on lan-srparh01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7937,I-351261,CENTREON : The service Nsclient-Port on lan-srparh01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7938,I-350186,CENTREON : The service Nsclient-Port on lan-srparh01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7939,I-358020,CENTREON : The service Nsclient-Port on lan-srpapr01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7940,I-355959,CENTREON : The service Nsclient-Port on lan-srpapr01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7941,I-354760,CENTREON : The service Nsclient-Port on lan-srpapr01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7942,I-352128,CENTREON : The service Nsclient-Port on lan-srpapr01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7943,I-331414,CENTREON : The service Nsclient-Port on lan-srpadc04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7944,I-329497,CENTREON : The service Nsclient-Port on lan-srpadc04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7945,I-328633,CENTREON : The service Nsclient-Port on lan-srpadc04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7946,I-289907,CENTREON : The service MSMQ-Messages-number-wp-cegid-request on par-prd-ce03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7947,I-292524,CENTREON : The service MSMQ-Messages-number-wp-cegid-reply on par-prd-ce03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7948,I-292523,CENTREON : The service MSMQ-Bytes-usage-wp-cegid-request on par-prd-ce03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7949,I-314977,CENTREON : The service Memory on srwinsqlpp1..corp is in state CRITICAL,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
7950,I-314837,CENTREON : The service Memory on srwinsqlpp1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7951,I-305255,CENTREON : The service Memory on srwinsolpr1..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7952,I-306672,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7953,I-305262,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7954,I-304158,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7955,I-304150,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7956,I-302940,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7957,I-301444,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7958,I-292482,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7959,I-291210,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7960,I-290345,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7961,I-289451,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7962,I-288571,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7963,I-288563,CENTREON : The service Memory on srwinsolpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7964,I-307173,CENTREON : The service Memory on srwinjavre1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7965,I-289582,CENTREON : The service Memory on srwinjavre1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7966,I-314712,CENTREON : The service Memory on srwinjavpr1..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7967,I-314687,CENTREON : The service Memory on srwinjavpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7968,I-302471,CENTREON : The service Memory on srwinjavpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7969,I-290076,CENTREON : The service Memory on srwinjavpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7970,I-306475,CENTREON : The service Memory on srwinjavpp1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7971,I-321455,CENTREON : The service Memory on srwineccpr2..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7972,I-343427,CENTREON : The service Memory on srwineccpp1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7973,I-328291,CENTREON : The service Memory on srwinbwhpp1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7974,I-358835,CENTREON : The service Memory on par-prd-wsus02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7975,I-290791,CENTREON : The service Memory on par-prd-wsus02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7976,I-287897,CENTREON : The service Memory on par-prd-wsus02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7977,I-335359,CENTREON : The service Memory on par-prd-rds03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7978,I-323802,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7979,I-323760,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7980,I-323759,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7981,I-323747,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7982,I-323742,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7983,I-323663,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7984,I-323599,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7985,I-323568,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7986,I-322730,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7987,I-322573,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7988,I-322416,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7989,I-346452,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7990,I-331651,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7991,I-331606,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7992,I-326869,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7993,I-326061,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7994,I-326018,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7995,I-307216,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
7996,I-307198,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7997,I-333347,CENTREON : The service Memory on par-prd-plm01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7998,I-311191,CENTREON : The service Memory on par-prd-plm01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7999,I-301540,CENTREON : The service Memory on par-prd-pim06..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8000,I-326142,CENTREON : The service Memory on par-prd-ce16..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8001,I-325204,CENTREON : The service Memory on par-prd-ce16..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8002,I-307236,CENTREON : The service Memory on par-prd-ce16..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8003,I-302451,CENTREON : The service Memory on par-prd-ce16..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8004,I-348503,CENTREON : The service Memory on par-prd-ce15..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8005,I-320132,CENTREON : The service Memory on par-prd-ce15..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8006,I-310640,CENTREON : The service Memory on par-prd-ce15..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8007,I-359140,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8008,I-359115,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8009,I-359098,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8010,I-359089,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8011,I-359078,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8012,I-357360,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8013,I-357252,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8014,I-357227,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8015,I-356871,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8016,I-322004,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8017,I-322001,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8018,I-321971,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8019,I-321888,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8020,I-321994,CENTREON : The service Memory on par-prd-ce11..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8021,I-344475,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8022,I-334951,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8023,I-334794,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8024,I-325767,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8025,I-325716,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8026,I-320150,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8027,I-320138,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8028,I-320052,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8029,I-318875,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8030,I-318789,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8031,I-318615,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8032,I-310979,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8033,I-298279,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8034,I-297858,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8035,I-290832,CENTREON : The service Memory on par-prd-ce03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8036,I-295509,CENTREON : The service Memory on par-prd-ce03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8037,I-289902,CENTREON : The service Memory on par-prd-ce03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8038,I-358156,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8039,I-353562,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8040,I-315863,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8041,I-314660,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8042,I-304020,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8043,I-303724,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8044,I-303114,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8045,I-302902,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8046,I-302843,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8047,I-299751,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8048,I-297129,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8049,I-294565,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8050,I-293573,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8051,I-290426,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8052,I-290274,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8053,I-288495,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8054,I-311015,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8055,I-310780,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8056,I-310600,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8057,I-310321,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8058,I-302329,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8059,I-301952,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8060,I-300091,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8061,I-313783,CENTREON : The service Memory on par-mgt-tw03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8062,I-311669,CENTREON : The service Memory on par-mgt-tw03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
